customer_id,customer_name,email,phone,address,city,state,zip_code,country,signup_date,customer_segment
CUST-11221,Lisa Mason,lisa.mason191@gmail.com,+1-336-498-7009,5953 Broadway,NEW YORK,NY,71762,United States,2025-07-24,Consumer
CUST-11222,Gregory Sanchez,gregory.sanchez639@gmail.com,+1-396-374-7403,8134 Oak Ave,Baltimore,MD,15179,United States,2026-03-13,Consumer
CUST-11223,Noah Jackson,noah.jackson630@hotmail.com,+1-361-858-9435,1674 Park Blvd,Chicago,IL,70599,United States,2024-10-26,Consumer
CUST-11224,William Powell,william.powell839@bizmail.io,+1-567-721-6020,4911 Broadway,Saint Paul,MN,71952,United States,2024-07-07,Corporate
CUST-11225,Jacob Richardson,jacob.richardson162@outlook.com,+1-237-281-1962,9728 Oak Ave,Cleveland,OH,70461,United States,2024-08-01,Consumer
CUST-11226,Steven Hill,steven.hill603@icloud.com,+1-935-693-8132,6815 Oak Ave,Warren,MI,51936,United States,2026-01-01,Small Business
CUST-11227,Amber Fernandez,amber.fernandez681@gmail.com,+1-572-360-7402,3237 Elm St,West Valley City,UT,,United States,2024-09-19,Consumer
CUST-11228,Nicholas Jimenez,nicholas.jimenez684@corporate.com,+1-926-531-8366,2277 Elm St,Gresham,OR,70752,United States,2025-05-14,Corporate
CUST-11229,Gabriel Watson,gabriel.watson900@outlook.com,+1-456-625-2527,8077 Elm St,Tulsa,OK,10975,United States,2023-03-28,Consumer
CUST-11230,Kathleen Tran,kathleen.tran748@outlook.com,+1-627-239-1151,6010 Lakeview Ave,Reno,NV,36510,United States,2023-08-21,Consumer
CUST-11231,Alexander Smith,alexander.smith226@outlook.com,+1-540-896-9273,4580 Sunset Way,Clarksville,TN,36438,United States,2025-10-29,Consumer
CUST-11232,Janice Olson,janice.olson475@hotmail.com,+1-751-973-8478,829 Pine St,Glendale,AZ,15167,United States,2025-04-24,Consumer
CUST-11233,Billy Taylor,billy.taylor946@icloud.com,+1-522-805-4651,7460 Pine St,Gresham,OR,70757,United States,2023-10-03,Consumer
CUST-11234,Elizabeth Collins,elizabeth.collins553@icloud.com,+1-241-427-8360,4015 Washington Ave,tacoma,WA,10561,United States,2024-12-27,Consumer
CUST-11235,Stephen Castro,stephen.castro523@hotmail.com,+1-987-814-1838,8236 Highland Dr,North Las Vegas,NV,12142,United States,2023-05-08,Consumer
CUST-11236,Brenda Robinson,brenda.robinson753@proton.me,+1-381-758-4281,332 Broadway,West Jordan,UT,83499,United States,2025-02-05,Consumer
CUST-11237,Gary Wallace,gary.wallace183@hotmail.com,+1-887-463-7808,2751 Washington Ave,Orlando,FL,43841,United States,2026-04-19,Consumer
CUST-11238,Matthew Kelly,matthew.kelly80@yahoo.com,+1-359-324-1054,4024 Oak Ave,Independence,MO,93757,United States,2024-09-05,Corporate
CUST-11239,Helen Rivera,helen.rivera134@bizmail.io,+1-723-325-8884,4659 Oak Ave,Lafayette,LA,54240,United States,2025-10-11,Consumer
CUST-11240,Amanda Jimenez,amanda.jimenez942@yahoo.com,+1-264-366-3388,5704 Maple Rd,Springfield,MO,12389,United States,2025-05-09,Consumer
CUST-11241,Deborah Wallace,deborah.wallace821@corporate.com,+1-306-724-7593,3579 Maple Rd,San Diego,CA,61023,United States,2024-06-11,Consumer
CUST-11242,Bradley Freeman,bradley.freeman966@bizmail.io,+1-770-989-8501,6445 Elm St,Birmingham,AL,96117,United States,2026-01-14,Consumer
CUST-11243,David Martinez,david.martinez373@gmail.com,+1-880-581-6549,6908 Lakeview Ave,Columbus,OH,84834,United States,2023-11-16,Corporate
CUST-11244,Kyle Perez,kyle.perez543@yahoo.com,+1-807-339-8756,8199 Sunset Way,Portland,OR,87941,United States,2025-08-30,Small Business
CUST-11245,Debra Walker,debra.walker329@corporate.com,+1-500-239-2746,999 Pine St,Bowling Green,KY,42248,United States,2026-03-26,Consumer
CUST-11246,Roy Gutierrez,roy.gutierrez880@corporate.com,+1-276-743-6960,1330 Park Blvd,Naperville,IL,54556,United States,2024-04-14,Consumer
CUST-11247,Jennifer Miller,jennifer.miller900@outlook.com,+1-737-817-2640,6039 Oak Ave,Jersey City,NJ,22199,United States,2024-10-25,Consumer
CUST-11248,Christine Brooks,christine.brooks606@yahoo.com,+1-437-250-5530,5203 Sunset Way,Reading,PA,37827,United States,2025-09-20,Corporate
CUST-11249,Christopher Harrison,christopher.harrison314@yahoo.com,+1-613-970-1667,5210 Washington Ave,Ann Arbor,MI,96232,United States,2023-05-09,Consumer
CUST-11250,Natalie Wilson,natalie.wilson14@yahoo.com,+1-688-243-8687,6016 Washington Ave,Houston,TX,87110,United States,2025-08-24,Consumer
CUST-11251,Janice Woods,janice.woods199@yahoo.com,+1-845-217-8705,3678 Lakeview Ave,Dallas,TX,32069,United States,2025-01-09,Corporate
CUST-11252,Juan Ellis,juan.ellis545@hotmail.com,+1-790-947-4072,8171 Sunset Way,Phoenix,AZ,99313,United States,2025-01-28,Consumer
CUST-11253,Joe Jimenez,joe.jimenez362@outlook.com,+1-614-804-7742,9575 Pine St,Hillsboro,OR,48365,United States,2025-05-02,Consumer
CUST-11254,Ashley Butler,ashley.butler11@yahoo.com,+1-615-804-4132,4244 Lakeview Ave,Lakewood,CO,75231,United States,2024-12-25,Consumer
CUST-11255,Bruce Henry,bruce.henry738@gmail.com,+1-436-455-1762,1282 Broadway,Henderson,NV,27360,United States,2025-09-28,Consumer
CUST-11256,Stephen Lewis,stephen.lewis859@gmail.com,+1-623-309-6592,3480 Park Blvd,Colorado Springs,CO,24519,United States,2026-05-26,Consumer
CUST-11257,Ashley Patel,ashley.patel541@hotmail.com,+1-654-879-4302,2490 Cedar Blvd,Chandler,AZ,96444,United States,2024-08-04,Consumer
CUST-11258,Logan Morales,logan.morales60@hotmail.com,+1-203-643-8595,2698 Main St,Knoxville,TN,67337,United States,2023-09-01,Corporate
CUST-11259,Isabella Alexander,isabella.alexander123@hotmail.com,+1-344-490-5576,3000 Washington Ave,Grand Rapids,MI,64185,United States,2023-06-23,Corporate
CUST-11260,Rose Murray,rose.murray320@icloud.com,+1-660-405-5515,7912 Washington Ave,Gaithersburg,MD,55592,United States,2026-01-18,Consumer
CUST-11261,Douglas Wright,douglas.wright507@corporate.com,+1-424-764-9350,2470 Oak Ave,Baton Rouge,LA,94570,United States,2026-04-26,Consumer
CUST-11262,Shirley Sanchez,shirley.sanchez774@corporate.com,+1-220-264-2755,4052 Pine St,Edmond,OK,50660,United States,2024-11-21,Consumer
CUST-11263,Amber Mcdonald,amber.mcdonald518@gmail.com,,9174 Washington Ave,West Valley City,UT,92250,United States,2023-06-11,Consumer
CUST-11264,Deborah Mitchell,deborah.mitchell267@hotmail.com,+1-800-404-7585,9956 Highland Dr,Montgomery,AL,65685,United States,2025-10-21,Consumer
CUST-11265,Walter Hunter,walter.hunter56@proton.me,+1-565-682-4951,8824 Elm St,New Haven,CT,52561,United States,2025-04-25,Consumer
CUST-11266,  Ann Jones  ,ann.jones246@corporate.com,+1-244-409-8652,6856 Sunset Way,St. Petersburg,FL,27956,United States,2025-12-26,Small Business
CUST-11267,Juan Harrison,juan.harrison765@icloud.com,+1-423-579-2586,699 Pine St,Columbia,SC,38931,United States,2023-12-10,Consumer
CUST-11268,Donald Bailey,donald.bailey358@icloud.com,+1-826-321-2532,4201 Highland Dr,New Haven,CT,22252,United States,2023-11-22,Consumer
CUST-11269,Bobby Morris,bobby.morris181@gmail.com,+1-701-421-7747,5518 Oak Ave,Knoxville,TN,80919,United States,2026-03-02,Consumer
CUST-11270,Kathryn Bailey,kathryn.bailey967@proton.me,+1-971-663-3691,540 Lakeview Ave,Glendale,AZ,55738,United States,2026-05-31,Consumer
CUST-11271,Jennifer Peterson,jennifer.peterson765@gmail.com,+1-950-383-4208,3525 Cedar Blvd,Pittsburgh,PA,40699,United States,2025-05-02,Consumer
CUST-11272,Denise Jordan,denise.jordan130@icloud.com,+1-575-842-5908,7174 Maple Rd,Madison,WI,14127,United States,2025-02-23,Consumer
CUST-11273,Kenneth Griffin,kenneth.griffin45@outlook.com,+1-900-630-2778,1489 Maple Rd,San Francisco,CA,59091,United States,2024-04-17,Consumer
CUST-11274,Betty Fisher,betty.fisher740@proton.me,+1-663-361-9730,9394 Cedar Blvd,Columbia,SC,44883,United States,2025-02-16,Small Business
CUST-11275,Joe Simmons,joe.simmons229@gmail.com,+1-400-615-5842,6252 Sunset Way,Paterson,NJ,89466,United States,2024-11-06,Consumer
CUST-11276,Lawrence Robinson,lawrence.robinson764@yahoo.com,+1-773-690-7465,9613 Lakeview Ave,Bridgeport,CT,40112,United States,2025-09-14,Corporate
CUST-11277,Roger Campbell,roger.campbell256@gmail.com,+1-720-821-9907,1315 Cedar Blvd,New Haven,CT,26571,United States,2023-05-24,Consumer
CUST-11278,Noah Castro,noah.castro572@outlook.com,+1-382-245-8007,8136 Cedar Blvd,Greensboro,NC,53525,United States,2025-11-21,Consumer
CUST-11279,Roy Silva,roy.silva462@yahoo.com,+1-632-938-9957,1413 Lakeview Ave,Fort Wayne,IN,91899,United States,2025-11-29,Corporate
CUST-11280,Juan Peterson,juan.peterson808@gmail.com,+1-993-880-1396,597 Oak Ave,Los Angeles,CA,11511,United States,2024-07-09,Consumer
CUST-11281,Julia Chen,julia.chen502@yahoo.com,+1-649-751-7087,1037 Broadway,El Paso,TX,34958,United States,2025-12-16,Corporate
CUST-11282,Eugene Hill,eugene.hill127@hotmail.com,+1-970-499-5273,2709 Oak Ave,Elizabeth,NJ,98103,United States,2024-06-07,Consumer
CUST-11283,Amber Vargas,amber.vargas544@yahoo.com,+1-354-379-5734,8315 Highland Dr,Knoxville,TN,74374,United States,2023-05-22,Corporate
CUST-11284,Walter Hernandez,walter.hernandez55@gmail.com,+1-202-877-5280,4124 Washington Ave,Chandler,AZ,13440,United States,2023-07-28,Consumer
CUST-11285,Raymond Medina,raymond.medina396@yahoo.com,+1-441-622-3445,4514 Sunset Way,Fort Wayne,IN,63108,United States,2024-11-14,Consumer
CUST-11286,Denise Gonzalez,denise.gonzalez394@gmail.com,+1-765-931-1645,7796 Main St,Grand Rapids,MI,85605,United States,2024-05-12,Consumer
CUST-11287,Bryan Simpson,bryan.simpson815@gmail.com,+1-990-839-9615,3127 Maple Rd,Lowell,MA,56540,United States,2023-04-14,Consumer
CUST-11288,Richard Young,richard.young921@gmail.com,+1-467-840-5237,3007 Sunset Way,Winston-Salem,NC,26287,United States,2024-03-20,Small Business
CUST-11289,Amy Medina,amy.medina673@yahoo.com,+1-609-474-4968,2637 Broadway,Spokane,WA,79248,United States,2025-04-29,Consumer
CUST-11290,Jordan Ramos,jordan.ramos695@hotmail.com,+1-617-504-3598,439 Cedar Blvd,Carmel,IN,94565,United States,2025-06-16,Corporate
CUST-11291,Kimberly Patel,kimberly.patel327@hotmail.com,+1-284-673-1668,6492 Pine St,Tucson,AZ,23643,United States,2023-06-14,Small Business
CUST-11292,Kenneth Price,kenneth.price201@corporate.com,+1-434-938-7046,5669 Sunset Way,Shreveport,LA,15546,United States,2024-04-26,Consumer
CUST-11293,Vincent Garcia,vincent.garcia431@hotmail.com,+1-497-725-9689,8377 Main St,Chattanooga,TN,50334,United States,2025-12-09,Corporate
CUST-11294,  Jack Morris  ,jack.morris192@hotmail.com,+1-539-942-3199,7729 Highland Dr,Greenville,SC,77993,United States,2023-04-19,Corporate
CUST-11295,Wayne Mendoza,wayne.mendoza254@icloud.com,+1-421-413-6817,3283 Sunset Way,Detroit,MI,48191,United States,2026-03-16,Consumer
CUST-11296,Sophia Young,sophia.young835@yahoo.com,+1-292-296-8450,8721 Park Blvd,Birmingham,AL,28535,United States,2024-03-14,Corporate
CUST-11297,Frances Gonzalez,frances.gonzalez656@icloud.com,+1-704-421-3207,6735 Broadway,Savannah,GA,21982,United States,2025-04-20,Consumer
CUST-11298,Jose Rodriguez,jose.rodriguez789@bizmail.io,+1-976-535-7378,1661 Park Blvd,Las Vegas,NV,90199,United States,2025-12-25,Small Business
CUST-11299,Kayla Fernandez,kayla.fernandez943@outlook.com,+1-413-227-1481,9702 Oak Ave,Bridgeport,CT,11398,United States,2023-06-22,Consumer
CUST-11300,Terry Allen,terry.allen714@corporate.com,+1-541-683-9148,4423 Lakeview Ave,Salt Lake City,UT,42032,United States,2023-06-24,Consumer
CUST-11301,Donald Coleman,donald.coleman228@corporate.com,+1-576-824-6665,2294 Main St,Waterbury,CT,99144,United States,2026-05-25,Consumer
CUST-11302,Ashley Stevens,ashley.stevens241@icloud.com,+1-606-742-8820,5718 Main St,St. Petersburg,FL,48304,United States,2024-10-21,Consumer
CUST-11303,Jose Roberts,jose.roberts631@outlook.com,+1-275-445-8393,4605 Elm St,Salem,OR,38257,United States,2025-06-16,Consumer
CUST-11304,Shirley Martinez,shirley.martinez427@gmail.com,+1-575-845-1348,5629 Cedar Blvd,Rockford,IL,80268,United States,2024-10-06,Consumer
CUST-11305,Victoria Lopez,victoria.lopez774@outlook.com,+1-636-999-1294,790 Cedar Blvd,CHARLESTON,SC,25271,United States,2023-07-03,Corporate
CUST-11306,Raymond Jimenez,raymond.jimenez847@gmail.com,+1-595-357-8465,1290 Elm St,Waterbury,CT,21584,United States,2024-03-08,Small Business
CUST-11307,Brian Parker,brian.parker63@corporate.com,+1-721-763-4004,7247 Highland Dr,Stamford,CT,56634,United States,2024-12-27,Consumer
CUST-11308,Jeremy Henderson,jeremy.henderson225@hotmail.com,+1-497-967-1660,1997 Cedar Blvd,Colorado Springs,CO,91419,United States,2023-04-08,Consumer
CUST-11309,Martha Romero,martha.romero498@outlook.com,+1-617-247-4472,3929 Broadway,Paterson,NJ,41119,United States,2025-04-29,Consumer
CUST-11310,Susan Clark,susan.clark851@gmail.com,+1-719-577-2062,4840 Pine St,Boston,MA,89387,United States,2024-05-03,Consumer
CUST-11311,Randy Jordan,randy.jordan784@corporate.com,+1-985-839-7158,4956 Sunset Way,Frederick,MD,62803,United States,2024-12-25,Consumer
CUST-11312,Louis Patterson,louis.patterson158@proton.me,+1-793-593-5066,2507 Elm St,Waterbury,CT,48738,United States,2025-11-29,Consumer
CUST-11313,Alexis Herrera,alexis.herrera986@outlook.com,+1-394-310-4030,3754 Pine St,Bowie,MD,35487,United States,2024-09-04,Corporate
CUST-11314,Nathan Russell,nathan.russell647@gmail.com,+1-771-684-3539,6620 Broadway,Kansas City,MO,63453,United States,2023-04-03,Consumer
CUST-11315,Linda Snyder,linda.snyder326@icloud.com,+1-732-821-4610,5437 Broadway,Scranton,PA,38299,United States,2023-12-08,Consumer
CUST-11316,Willie Morales,willie.morales785@gmail.com,+1-491-203-6647,6776 Broadway,Springfield,IL,83551,United States,2023-07-01,Consumer
CUST-11317,Danielle Washington,danielle.washington833@outlook.com,+1-615-804-6877,9021 Broadway,Newark,NJ,81991,United States,2023-12-24,Consumer
CUST-11318,Lisa Harrison,lisa.harrison426@yahoo.com,+1-421-215-8895,7078 Oak Ave,Gaithersburg,MD,55182,United States,2024-04-08,Consumer
CUST-11319,Donna Carter,donna.carter955@yahoo.com,+1-457-396-5375,6631 Sunset Way,Trenton,NJ,54151,United States,2023-06-14,Consumer
CUST-11320,Alexis Richardson,alexis.richardson862@outlook.com,+1-689-970-4665,116 Main St,Charlotte,NC,13860,United States,2023-07-24,Consumer
CUST-11321,Jean Powell,jean.powell863@corporate.com,+1-715-406-2229,1430 Broadway,Houston,TX,25307,United States,2024-03-25,Consumer
CUST-11322,Michael Gonzalez,michael.gonzalez636@hotmail.com,+1-282-500-2198,5365 Main St,Bellevue,WA,17338,United States,2026-01-16,Consumer
CUST-11323,Abigail Aguilar,abigail.aguilar667@corporate.com,+1-842-347-1824,6135 Cedar Blvd,Edmond,OK,68106,United States,2025-04-25,Consumer
CUST-11324,Harold Vasquez,harold.vasquez176@gmail.com,+1-931-659-3289,6706 Washington Ave,Green Bay,WI,61214,United States,2023-12-07,Consumer
CUST-11325,  Frank Jones  ,frank.jones752@bizmail.io,+1-593-248-3637,9363 Lakeview Ave,Louisville,KY,74499,United States,2023-04-20,Small Business
CUST-11326,Kayla Ortiz,kayla.ortiz556@hotmail.com,+1-268-399-4251,3420 Park Blvd,Bellevue,WA,98425,United States,2026-04-15,Consumer
CUST-11327,Benjamin Alvarez,benjamin.alvarez121@bizmail.io,+1-757-281-8606,274 Cedar Blvd,Cincinnati,OH,62600,United States,2025-06-15,Corporate
CUST-11328,Kevin Clark,kevin.clark398@yahoo.com,+1-424-968-7912,3998 Sunset Way,Madison,WI,10060,United States,2025-12-22,Small Business
CUST-11329,Lauren Hayes,lauren.hayes134@icloud.com,+1-423-658-2217,9032 Pine St,Rockville,MD,59280,United States,2023-05-09,Consumer
CUST-11330,Diana Baker,diana.baker311@gmail.com,+1-296-641-5512,4765 Main St,Buffalo,NY,61850,United States,2024-08-08,Consumer
CUST-11331,Nicholas Clark,nicholas.clark959@outlook.com,+1-674-958-9186,8511 Maple Rd,Clarksville,TN,24192,United States,2024-03-07,Small Business
CUST-11332,Dorothy Shaw,dorothy.shaw559@outlook.com,+1-304-843-4168,4377 Sunset Way,Hartford,CT,87200,United States,2025-11-24,Small Business
CUST-11333,Arthur Owens,arthur.owens458@icloud.com,+1-976-636-4795,8936 Cedar Blvd,Mobile,AL,89494,United States,2024-07-04,Corporate
CUST-11334,Amanda Owens,amanda.owens244@bizmail.io,+1-956-223-9074,9743 Sunset Way,Phoenix,AZ,54364,United States,2024-08-17,Corporate
CUST-11335,Juan Walker,juan.walker891@bizmail.io,,2500 Main St,Nashville,TN,62777,United States,2023-11-15,Consumer
CUST-11336,Carl Torres,carl.torres239@proton.me,+1-535-890-3608,1512 Washington Ave,Saint Paul,MN,33651,United States,2025-12-10,Consumer
CUST-11337,Patricia Bennett,patricia.bennett424@outlook.com,+1-950-274-9566,2954 Oak Ave,Boston,MA,44722,United States,2023-05-23,Small Business
CUST-11338,Teresa Jenkins,teresa.jenkins580@hotmail.com,+1-440-640-9877,4831 Sunset Way,Lake Charles,LA,15168,United States,2023-11-08,Corporate
CUST-11339,Steven Martinez,steven.martinez718@icloud.com,+1-878-755-8096,9901 Lakeview Ave,Louisville,KY,89320,United States,2024-07-23,Consumer
CUST-11340,Justin Mason,justin.mason876@yahoo.com,+1-862-286-5645,5781 Park Blvd,Ann Arbor,MI,54265,United States,2025-09-07,Consumer
CUST-11341,Philip Martinez,philip.martinez250@corporate.com,+1-658-599-8825,3311 Sunset Way,Dallas,TX,33467,United States,2023-12-10,Corporate
CUST-11342,Michael Simpson,michael.simpson996@yahoo.com,+1-936-842-8559,8208 Highland Dr,Durham,NC,20222,United States,2023-11-18,Consumer
CUST-11343,Joshua Hunter,joshua.hunter867@outlook.com,+1-527-728-4213,8192 Lakeview Ave,South Bend,IN,30173,United States,2023-12-20,Consumer
CUST-11344,Samantha Stevens,samantha.stevens650@icloud.com,+1-577-253-5412,589 Broadway,Spokane,WA,99435,United States,2026-05-30,Corporate
CUST-11345,Maria Ross,maria.ross49@gmail.com,+1-889-327-3751,4680 Sunset Way,Bloomington,MN,84605,United States,2024-07-21,Consumer
CUST-11346,Janet Morgan,janet.morgan481@corporate.com,+1-400-343-6783,4919 Maple Rd,Reading,PA,61534,United States,2025-01-02,Consumer
CUST-11347,Paul Ford,paul.ford897@icloud.com,+1-759-786-2689,5673 Washington Ave,Owensboro,KY,39123,United States,2024-11-26,Consumer
CUST-11348,Juan Wood,juan.wood192@proton.me,+1-598-371-3815,6713 Highland Dr,Springfield,MO,73347,United States,2025-05-14,Consumer
CUST-11349,Debra Murray,debra.murray118@corporate.com,+1-578-574-1420,8122 Sunset Way,Orlando,FL,76123,United States,2024-05-04,Consumer
CUST-11350,Ann Wood,ann.wood801@hotmail.com,+1-467-429-1124,3281 Pine St,Green Bay,WI,73932,United States,2026-04-29,Consumer
CUST-11351,Alan Tran,alan.tran623@bizmail.io,+1-368-248-4262,8644 Lakeview Ave,Salt Lake City,UT,73074,United States,2025-12-30,Consumer
CUST-11352,Elizabeth Thompson,elizabeth.thompson100@proton.me,+1-500-664-2761,5453 Elm St,Toledo,OH,50315,United States,2024-05-16,Consumer
CUST-11353,Brian Sanders,brian.sanders755@yahoo.com,+1-443-636-8329,5298 Main St,Gresham,OR,72371,United States,2025-03-18,Consumer
CUST-11354,Joshua Snyder,joshua.snyder804@proton.me,+1-381-667-7273,8770 Oak Ave,Detroit,MI,14612,United States,2025-10-20,Consumer
CUST-11355,Ann Thomas,ann.thomas288@proton.me,+1-332-440-9425,8730 Sunset Way,Lafayette,LA,10881,United States,2025-09-04,Corporate
CUST-11356,Dorothy Scott,dorothy.scott69@proton.me,+1-991-797-9297,6907 Park Blvd,Columbia,MO,64536,United States,2024-07-23,Consumer
CUST-11357,Kevin Scott,kevin.scott355@hotmail.com,+1-754-847-6562,9739 Washington Ave,North Charleston,SC,76874,United States,2023-08-26,Small Business
CUST-11358,Samantha Simpson,samantha.simpson321@yahoo.com,+1-284-909-8014,5544 Main St,Reading,PA,26894,United States,2024-10-19,Consumer
CUST-11359,David Hernandez,david.hernandez664@icloud.com,+1-800-862-4802,1291 Cedar Blvd,Bowling Green,KY,58824,United States,2025-07-16,Consumer
CUST-11360,Sandra Wood,sandra.wood341@proton.me,+1-692-234-9548,3443 Broadway,San Antonio,TX,10730,United States,2024-08-20,Consumer
CUST-11361,George Sanchez,george.sanchez547@corporate.com,+1-595-800-9038,2460 Park Blvd,Warren,MI,78132,United States,2024-10-27,Small Business
CUST-11362,Jeffrey Henderson,jeffrey.henderson668@corporate.com,+1-353-964-1104,2225 Elm St,Hartford,CT,48360,United States,2023-11-24,Corporate
CUST-11363,Ralph Nelson,ralph.nelson548@icloud.com,+1-377-924-9902,1834 Lakeview Ave,Grand Rapids,MI,19121,United States,2024-05-06,Consumer
CUST-11364,Steven Phillips,steven.phillips322@yahoo.com,+1-260-586-1132,1572 Sunset Way,Bridgeport,CT,92170,United States,2025-08-11,Consumer
CUST-11365,Kenneth Evans,kenneth.evans555@outlook.com,+1-985-682-7619,8598 Lakeview Ave,Springfield,MA,13175,United States,2023-04-25,Consumer
CUST-11366,George Hughes,george.hughes774@proton.me,+1-775-842-5352,8027 Maple Rd,Springfield,MA,44123,United States,2023-09-21,Consumer
CUST-11367,William Wood,william.wood846@bizmail.io,+1-591-873-4950,1775 Washington Ave,Milwaukee,WI,76968,United States,2025-08-13,Consumer
CUST-11368,Marie Vasquez,marie.vasquez74@bizmail.io,+1-903-420-4249,7356 Lakeview Ave,Fort Collins,CO,33009,United States,2025-09-26,Corporate
CUST-11369,Grace Chen,grace.chen196@outlook.com,+1-358-790-4507,6849 Maple Rd,Las Vegas,NV,52706,United States,2025-05-15,Small Business
CUST-11370,Katherine Chen,katherine.chen576@outlook.com,+1-442-370-6326,6058 Lakeview Ave,Aurora,CO,40968,United States,2025-12-28,Small Business
CUST-11371,Carl Evans,carl.evans437@yahoo.com,+1-700-942-8586,8178 Cedar Blvd,Springfield,MO,44967,United States,2024-08-14,Consumer
CUST-11372,Amy Garcia,amy.garcia601@bizmail.io,+1-825-932-2908,3056 Park Blvd,Paterson,NJ,43278,United States,2023-03-19,Consumer
CUST-11373,Sara Vasquez,sara.vasquez460@yahoo.com,+1-365-256-6424,4138 Broadway,Reading,PA,32849,United States,2026-05-26,Small Business
CUST-11374,Noah Bryant,noah.bryant151@icloud.com,+1-333-352-1460,1714 Maple Rd,Toledo,OH,52844,United States,2025-10-13,Corporate
CUST-11375,Diana Wilson,diana.wilson914@gmail.com,+1-471-979-9010,7728 Sunset Way,Cleveland,OH,14935,United States,2023-05-05,Consumer
CUST-11376,Douglas Hughes,douglas.hughes536@proton.me,+1-389-442-9765,6560 Main St,North Charleston,SC,97470,United States,2025-03-26,Corporate
CUST-11377,Johnny Hernandez,johnny.hernandez251@corporate.com,+1-860-283-6254,1893 Park Blvd,San Diego,CA,49597,United States,2025-04-13,Consumer
CUST-11378,Dorothy Turner,dorothy.turner807@outlook.com,,9715 Lakeview Ave,Bridgeport,CT,12993,United States,2023-03-20,Consumer
CUST-11379,Nicole Gomez,nicole.gomez68@icloud.com,+1-205-790-7808,7802 Oak Ave,Winston-Salem,NC,35277,United States,2023-09-26,Consumer
CUST-11380,Lisa Crawford,lisa.crawford658@outlook.com,+1-949-355-2893,3495 Maple Rd,Joliet,IL,16346,United States,2025-10-08,Consumer
CUST-11381,Theresa Alexander,theresa.alexander127@yahoo.com,+1-318-315-7268,6697 Oak Ave,Worcester,MA,17012,United States,2024-02-12,Consumer
CUST-11382,Donald Porter,donald.porter687@bizmail.io,+1-454-402-4507,706 Pine St,Worcester,MA,54949,United States,2026-03-27,Consumer
CUST-11383,Alexander Turner,alexander.turner476@hotmail.com,+1-995-733-2697,2551 Pine St,Fresno,CA,33440,United States,2023-05-29,Consumer
CUST-11384,Jennifer Mcdonald,jennifer.mcdonald954@proton.me,+1-208-790-6351,2305 Maple Rd,Lakewood,CO,28430,United States,2024-03-14,Consumer
CUST-11385,Robert Webb,robert.webb748@corporate.com,+1-267-959-1020,3616 Lakeview Ave,North Charleston,SC,55871,United States,2025-04-30,Consumer
CUST-11386,Steven Chen,steven.chen244@bizmail.io,+1-321-345-5513,3225 Washington Ave,Portland,OR,22736,United States,2023-08-19,Small Business
CUST-11387,Carl Sanders,carl.sanders876@gmail.com,+1-465-276-3558,520 Maple Rd,Grand Rapids,MI,37788,United States,2024-03-29,Small Business
CUST-11388,Henry Young,henry.young246@bizmail.io,+1-484-261-3725,9915 Highland Dr,Madison,WI,72824,United States,2024-05-20,Consumer
CUST-11389,Nancy Gonzales,nancy.gonzales432@icloud.com,+1-333-329-5610,8800 Broadway,Edmond,OK,12933,United States,2024-01-10,Small Business
CUST-11390,Samantha Gutierrez,samantha.gutierrez728@hotmail.com,+1-233-455-1960,2142 Main St,Portland,OR,39076,United States,2025-07-11,Consumer
CUST-11391,Diane Bryant,diane.bryant443@hotmail.com,+1-837-266-7076,7355 Highland Dr,West Jordan,UT,58308,United States,2023-04-02,Consumer
CUST-11392,Janet Reed,janet.reed267@bizmail.io,+1-308-340-5114,7665 Washington Ave,salem,OR,42256,United States,2024-01-12,Consumer
CUST-11393,Donald Tran,donald.tran835@corporate.com,+1-767-435-2644,7461 Washington Ave,Buffalo,NY,13492,United States,2025-09-22,Consumer
CUST-11394,Judith Adams,judith.adams23@yahoo.com,+1-944-886-7000,7436 Oak Ave,Indianapolis,IN,,United States,2024-01-15,Consumer
CUST-11395,Eugene Ramirez,eugene.ramirez96@icloud.com,+1-720-243-7694,7521 Oak Ave,Charleston,SC,70746,United States,2024-06-29,Consumer
CUST-11396,Ryan Bennett,ryan.bennett553@hotmail.com,+1-703-507-4268,6663 Maple Rd,Rochester,NY,57332,United States,2025-12-19,Consumer
CUST-11397,Robert Washington,robert.washington890@proton.me,+1-657-636-8036,9867 Pine St,Allentown,PA,79689,United States,2023-12-22,Consumer
CUST-11398,Ann Johnson,ann.johnson631@corporate.com,+1-360-650-5165,7267 Washington Ave,Dayton,OH,36262,United States,2024-07-17,Consumer
CUST-11399,Patrick Chen,patrick.chen726@bizmail.io,+1-219-232-1943,4458 Washington Ave,Fort Wayne,IN,28117,United States,2026-01-20,Consumer
CUST-11400,Gregory Gordon,gregory.gordon61@bizmail.io,+1-802-697-8657,2136 Pine St,New Orleans,LA,25267,United States,2026-04-10,Consumer
CUST-11401,  Angela Chen  ,angela.chen850@hotmail.com,+1-787-203-6161,4184 Broadway,Independence,MO,18905,United States,2025-02-02,Small Business
CUST-11402,Brian Hernandez,brian.hernandez48@hotmail.com,+1-862-812-9141,6571 Highland Dr,Racine,WI,75776,United States,2024-12-24,Consumer
CUST-11403,Laura Mason,laura.mason459@yahoo.com,+1-624-591-5794,1772 Washington Ave,Toledo,OH,87374,United States,2026-01-18,Small Business
